MovieId	MovieTitle	Year	MoviePlot	Synopsis	MoviePlotSummary
1597753	tom white	2004	tom white is an architect who then chooses to make himself homeless. outwardly, he has all the signs of a successful lifelarge home, loving family, successful career. however, it soon becomes clear that not everything is as it appears at work. tom chooses a different path and cuts ties with his normal life. he has chosen the streets, where those he meets, in spite of their position, have enormous self dignitythe rent boy, an ex junkie, a gentle but manly tramp and a 14 year old graffiti artist. tom goes on a personal journey of his own as he plumbs outsider society, yet he discovers his own dignity and gains an understanding of who he is.	an architect experiences a mental breakdown with life changing results	
4333107	make way for tomorrow	1937	barkley and lucy cooper are an elderly couple who lose their home to foreclosure, as barkley has been unable to find employment because of his age. the couple summons four of their five children mdash the fifth lives thousands of miles away in california mdash to break the news and decide where they will live until they can get back on their feet. only one of the children, nell, has enough space for both, but she asks for three months to talk her husband into the idea. in the meantime, the temporary solution is for the parents to split up and each go to live with a different one of the children. the two burdened families soon come to find the respective parents presence bothersome. nells efforts to talk her husband into helping are half hearted and achieve no success, and she reneges on her promise to eventually take them in. while barkley continues looking for work to allow him and his wife to live independently again, it is obvious that he has little or no prospect of success. when lucy continues to speak optimistically of the day that he will find work, her teenage granddaughter bluntly advises her to face facts that it will never happen because of his age. lucys sad reply is to say that facing facts is easy for a carefree 17 year old girl, but that at lucys age, the only fun left is pretending that there aint any facts to face... so would you mind if i just kind of went on pretending with no end in sight to the uncomfortable living situation, each of the host families looks for a way to get the parent they are hosting out of their house. when barkley catches a cold, his daughter cora seizes upon it as a pretext to assert that his health demands a milder climate, thus necessitating that he move to california to live with daughter addie there. meanwhile, son george and his wife anita begin planning to move lucy into a retirement home. lucy accidentally finds about their plans, but rather than force george into the awkward position of breaking the news to her, she goes to him first and claims that she wants to move into the home. meanwhile barkley resigns himself to his fate of having to move thousands of miles away, though he too is entirely aware of his daughters true motivation for sending him. on the day barkley is to depart by train, he and lucy make plans to go out and spend one last afternoon together before having a farewell dinner with the four children. the couple have a fantastic time strolling around the city and reminiscing about their happy years together, even visiting the same hotel in which they had stayed on their honeymoon 50 years prior. their day is made so pleasant partly because of the kindness of various people they encounter, who, although strangers, seem to find them a charming couple, to genuinely enjoy their company and to treat them with deference and respect. this, of course, stands in stark contrast to the treatment the two are receiving from their children, and eventually barkley and lucy decide to continue their wonderful day by skipping the farewell dinner and dining at the hotel instead. when barkley informs their daughter of their decision with a blunt phone call, it prompts introspection among the four children. son robert suggests that each of the children has always known that collectively they are probably the most good for nothing bunch of kids that were ever raised, but it didnt bother us much until we found out that pop knew it too. george notes that it is now so late in the evening that they wont even have time to meet their parents at the train station to see their father off. he says that he deliberately let the time pass until it was too late because he figured their parents would prefer to be alone. nell objects that if they dont go to the station, their parents will think were terrible, to which george matter of factly replies, arent we at the train station, lucy and barkley say their farewells to one another. on the surface, their conversation echoes lucys comments to her granddaughter about preferring to pretend, rather than facing facts. barkley tells lucy that he will soon find a job in california and then quickly send for her, and lucy replies that she is sure he will do so. they then offer each other a truly final goodbye, saying that they are doing so just in case they do not see each other again because anything could happen. each makes a heartfelt statement reaffirming their lifelong love for the other, in what seems an unspoken acknowledgment that this is almost certainly their final moment together.	an elderly couple are forced to separate when they lose their house and none of their five children will take both parents in	the couple summons four of their five children mdash the fifth lives thousands of miles away in california mdash to break the news and decide where they will live until they can get back on their feet. when lucy continues to speak optimistically of the day that he will find work, her teenage granddaughter bluntly advises her to face facts that it will never happen because of his age. on the day barkley is to depart by train, he and lucy make plans to go out and spend one last afternoon together before having a farewell dinner with the four children. this, of course, stands in stark contrast to the treatment the two are receiving from their children, and eventually barkley and lucy decide to continue their wonderful day by skipping the farewell dinner and dining at the hotel instead. nell objects that if they dont go to the station, their parents will think were terrible, to which george matter of factly replies, arent we at the train station, lucy and barkley say their farewells to one another.
1438861	the thirteenth floor	1999	in late 1990s los angeles, hannon fuller owns a multi billion dollar computer enterprise, and is the inventor of a newly completed virtual reality simulation of 1937 los angeles. when fuller is murdered just as he begins premature testing of the vr system, his friend and protg, douglas hall, becomes the primary suspect. the evidence against him is so strong that hall begins to doubt his own innocence. between interrogations by lapd detective larry mcbain, hall meets jane fuller, the estranged daughter of hannon fuller, who is busy with the shutdown of the new vr system. hall romances her. when a local bartender claims to have witnessed a meeting between hall and fuller on the night fuller was murdered, hall is arrested. he is released when jane gives him an alibi. with the assistance of his associate whitney, hall attempts to find a message that fuller left for him inside the simulation. entering the virtual reality, hall becomes a banker named john ferguson. he learns that a bartender named jerry ashton is aware that he is an artificial creation after reading fullers message for hall. frightened and angry, ashton tries to kill hall. hall barely survives to escape the virtual reality. now unable to find jane, hall discovers her double, natasha molinaro, working as a grocery store clerk but molinaro does not recognize hall. this leads hall to perform an experiment outside the vr system, something that fullers letter instructed him to try drive to a place where he never would have considered going otherwise. he does so, and discovers a place that resembles a wireframe model. hall grasps the truth, the meaning of fullers message 1990s los angeles is itself a simulation. hall ultimately realizes that his world is one of thousands of virtual worlds, but it is the only one in which one of the occupants has developed a virtual world of its own. jane fuller lives in the real world outside the 1990s simulation, and only entered the virtual version to assume the role of her simulation, gain control of her fathers company in that simulation, and shut down the simulated 1937 reality. the virtual hall is modeled after david, janes real world husband. it was david who committed the murders via halls body, being driven to jealousy when jane fell in love with the hall character. whitney enters the 1937 simulation, assuming the role of bartender jerry ashton, who has kidnapped ferguson and bound him in the trunk of his car. when whitney is killed in a car crash inside the 1937 simulation, ashtons consciousness takes control of whitneys body in the 1990s simulation. david assumes control of hall again to kill ashton, and then attempts to rape and murder jane. jane is rescued by det. mcbain, who shoots and kills david, and asks jane to leave them be down here, implying he realized the nature of his reality as well. davids death as hall in the 1990s simulation allows halls artificial consciousness to take control of davids body in the real world. he wakes in 2024, connected by a device to the vr system. he disconnects the system and finds jane and her father, the real hannon fuller. jane wants to tell hall more about the simulation, but as she begins the film ends, the screen image turning black like a computer monitor being turned off.	a computer scientist running a virtual reality simulation of 1937 becomes the primary suspect when his colleague and mentor is murdered	he learns that a bartender named jerry ashton is aware that he is an artificial creation after reading fullers message for hall. jane fuller lives in the real world outside the 1990s simulation, and only entered the virtual version to assume the role of her simulation, gain control of her fathers company in that simulation, and shut down the simulated 1937 reality. the virtual hall is modeled after david, janes real world husband. david assumes control of hall again to kill ashton, and then attempts to rape and murder jane. davids death as hall in the 1990s simulation allows halls artificial consciousness to take control of davids body in the real world.
3142340	a very brady sequel	1996	following its predecessor, the film places the 1970s brady bunch family in a contemporary 1990s setting, where much of the humor is derived from the resulting culture clash and the utter lack of awareness they show toward their relatively unusual lifestyle. one evening, a man claiming to be carols long lost first husband, roy martin, shows up at the suburban brady residence. he is actually a con man named trevor thomas and is there to steal their familiar horse statue that is actually a 20 million ancient artifact. they, portrayed as nave, believe his story about suffering from amnesia and having plastic surgery after being injured. throughout trevors stay, he is openly hostile to them, his sarcasm and insults completely going over their heads. eventually, trevors ruse is uncovered by bobby and cindy in retaliation, he kidnaps carol and takes her and the artifact to a buyer in hawaii. the remaining brady family travels to hawaii to save her and foil his plans. besides the main storyline, the children have their own subplots in the film. greg and marcia both want to move out of their shared rooms and when neither wants to back down, they have to share the attic together. when trevors arrival suggests that carol and mike might not be married, greg and marcia realize they are technically not biologically related. that leads them to realize they are in love with each other, but try to hide it from one another throughout the movie. eventually both cave in and they share a kiss at the end of the movie. jans subplot involves her making up a pretend boyfriend named george glass in order to make herself seem more popular. peter, who is trying to decide what career path to choose, starts idolizing and emulating trevor. bobby and cindy start a detective agency hunting down her missing doll, an act that inadvertently leads them to discover trevors true intentions.	the bradys receive a surprise visit when a man claiming to be carols long lost first husband shows up at their residence, the family question his motives	eventually, trevors ruse is uncovered by bobby and cindy in retaliation, he kidnaps carol and takes her and the artifact to a buyer in hawaii. when trevors arrival suggests that carol and mike might not be married, greg and marcia realize they are technically not biologically related. that leads them to realize they are in love with each other, but try to hide it from one another throughout the movie.
3333681	man about town	2006	top hollywood talent agent, jack giamoro, seems to have it all a successful career, a lot of money, a nice car, a beautiful wife, etc. however, while pursuing success, he somehow lost himself and neglected his marriage. he decides to take a journal writing class to do some self searching. jacks seemingly perfect world starts to unravel when he learns that his wife, nina, is cheating on him with his most important client. things get worse when barbi, an ambitious journalist, steals jacks journal, which contains secrets that could ruin him personally and professionally. jack is forced to fight for everything he has worked so hard to achieve and in doing so, he attains the self insight he was looking for. ironically, by realizing that there is more to life than work, he begins to focus on whats most important in his life.	a top hollywood talent agent finds his cushy existence threatened when he discovers that his wife is cheating on him and that his journal has been swiped by a reporter out to bring him down	top hollywood talent agent, jack giamoro, seems to have it all a successful career, a lot of money, a nice car, a beautiful wife, etc.
15873820	tight spot	1955	sherry conley is a model who is in prison for a crime she did not knowingly commit. she is offered a deal for her freedom by u.s. attorney lloyd hallett if she will testify as a witness in the trial of mobster benjamin costain. hallett hides her in a hotel under the protection of a squad of detectives led by lt. vince striker, where she stalls making a final decision while she enjoys expensive meals from room service. despite the presence of the prison matron escort willoughby, sparks begin to fly between cop and potential witness. through his corrupt inside contacts, costain finds out where conley is being kept. she survives an assassination attempt when striker kills the assailant, but willoughby is shot and seriously injured. costain and his thugs grab striker, who is revealed to be one of costains insiders. costain has learned that conley is being transferred to jail, where striker will have to kill conley himself if he does not arrange another attempt at the hotel. he is told to leave a window unlocked for another killer. conley remains uncooperative, especially after hallett attempts to use her sister to persuade her. inadvertently, striker almost reveals his duplicity to hallett, but a phone call to hallett interrupts. willoughby has died in the hospital. conley, who shared a respect for and friendship with willoughby, then agrees to testify against costain. striker, who cares for conley, fails to dissuade her and reluctantly proceeds with the plan. hallett returns to escort conley to jail moments before the killer strikes. talking with striker while she changes her clothes in another room, halletts banter brings a jumpy striker to a breaking point. striker abruptly kicks open her door and saves conley, but at the cost of his own life. the opened window tells conley and hallett that he had set up her murder but changed his mind. conley takes the stand at costains trial, giving her occupation as gang buster.	a female inmate is whisked out of prison and into a police guarded hotel until the district attorney can convince her to testify against the mob in the upcoming trial	she is offered a deal for her freedom by u.s. attorney lloyd hallett if she will testify as a witness in the trial of mobster benjamin costain. she survives an assassination attempt when striker kills the assailant, but willoughby is shot and seriously injured. costain has learned that conley is being transferred to jail, where striker will have to kill conley himself if he does not arrange another attempt at the hotel. hallett returns to escort conley to jail moments before the killer strikes.
28190294	aakrosh	2010	three friends from delhi go missing in a small village jhanjhar. its two months and there is no clue about their disappearance. the media and students movement demand action from the authorities. its then that the government orders a central bureau of investigation enquiry with officers sidhant chaturvedi and pratap kumar to solve the case. they find it difficult to solve the case as the local police and other authorities are a part of shool sena, which is responsible for illicit activities. sidhant and pratap also face ajatshatru singh, a ruthless police officer who misuses his power. not only that even the locals dont support the investigation. its with the help of roshni whos the daughter of the village head and also very wealthy, and geeta, whos ajatshatrus wife and prataps former love, that the investigation moves ahead. the suspense behind the missing three friends is revealed by geeta who witnessed the killing of these boys by a local politician helped by her husband. this investigation is filled with many traps and thrills by ajatshatru and his colleagues. they try to destroy the name of cbi in number of ways. things gets worse when ajatshatru comes to know about er wife geeta helping cbi. he then beats geeta brutally with his belt behind closed doors and leaves her hospitalized. pratap, filled with anger, traps each of the criminals by hacking their respective phones databases and capturing their illicit activities on cctv cameras. when it is ajatshatrus turn, pratap cuts him with a sharp razor and beats him brutally and mercilessly in a salon behind closed doors. the duo also manage to get one of the criminals to believe that the rest of the gang are behind him thinking he is rat, and that he had better become a government witness for their case. the crimininal intimidated was the one who actually was only guilty,in this case, only of disposing of and burying the bodies. after the trial we see him hiding behind a pillar and still being threatened by the guilty miscreants on their way to prison. the heaviest sentence received was 10 years and the lightest was 3. obviously justice is still blind because there was no sentence passed for the 300 villagers burned alive,the cruel beating of the wife,or the kidnap,abuse,and cutting of the tongue of jhamunia in the end all the criminals are sentenced to imprisonment.but the story does not end there. as everyone is leaving the court, siddhant slips a revolver into village woman jhamunias hands, with which she manages to kill all the newly sentenced criminals. the film ends with siddhant and pratap bidding goodbye at the railway station, and geeta running behind pratap as he boards the train to leave, with siddhant watching on.	the central bureau of investigation deputes two officers to investigate the disappearance of three medical students, which they believe to be an incident of honour killing in a small, closed community	its then that the government orders a central bureau of investigation enquiry with officers sidhant chaturvedi and pratap kumar to solve the case. they find it difficult to solve the case as the local police and other authorities are a part of shool sena, which is responsible for illicit activities. its with the help of roshni whos the daughter of the village head and also very wealthy, and geeta, whos ajatshatrus wife and prataps former love, that the investigation moves ahead. as everyone is leaving the court, siddhant slips a revolver into village woman jhamunias hands, with which she manages to kill all the newly sentenced criminals.
156558	baby boy	2001	a young 20 year old named jody lives with his mother juanita,amg movie in south central los angeles. he spends most of his time with his unemployed best friend p, and does not seem interested in becoming a responsible adult. however, he is forced to mature as a result of an ex con named melvin, who moves into their home. another factor is his children a son with his girlfriend yvette and a daughter with a girl named peanut, who also lives with her mother. at the beginning of the movie yvette has an abortion that jody forced her to have. yvette constantly asks jody if he will ever come live with her and their son, but jody avoids the subject and comes and goes as he pleases. jody also continues seeing and having sex with other women, including peanut. this becomes an issue between him and yvette as well, especially since yvette and peanut do not get along. when she discovers his cheating they get in a heated argument which results to jody slapping yvette in the face. after this, yvette changes the locks on the door. this infuriates jody and they get into an argument. their son comes out of his room and runs to the door. yvette grabs him and cradles him while he yells, i wanna see my daddy. eventually, yvettes gangster ex boyfriend rodney is released from san quentin state prison, and returns to the neighborhood to move in with yvette, much to her dismay. rodney doesnt care for yvette and jodys son and wants to impregnate yvette himself. rodney attempts to rape yvette in front of her son. she tells him, so youre really gonna rape me in front of my son. rodney pauses for a minute then pushes her son out of the way and walks out of the room. jody jr. aka jojo then says, i want my daddy. yvette then cradles her son and replies, i know baby, i do too. for the next couple of days yvette lives in fear and disgust of rodney being there and misses jody. rodney, who realizes this, steals the money from her wallet and takes off in her car to go and find jody. rodney tries to kill jody in a drive by shooting however, he is unsuccessful with both efforts. after this yvette kicks rodney and his friends out of her apartment. while at sweetpeas house playing cards, yvette and sweetpeas girlfriend kim step outside. yvette then goes and sits beside jody. when jody ignores her she throws the chair back and runs off. jody goes after her. she then tells jody about everything she has been going through, even about rodney trying rape her. jody then hugs yvette and says that hes been missing her. jody and sweetpea confront rodney, and as he attempts to escape, jody shoots him in the ankle. sweetpea urges jody to kill rodney, but he refuses, at which point sweetpea kills rodney himself. feeling guilty for rodneys death, jody prepares to commit suicide by shooting himself in the head, but melvin catches him and takes the gun. after reflecting on the death of rodney and how he put yvette and his son in danger by not being around consistently, jody finally moves out of his moms house and in with yvette. they move into a motel after the killing. jody has now become a mature man, realizing that his moms relationship with melvin is a stable one and that he has a family of his own that he needs to protect and take care of. afterwards, jody and yvette get married and she becomes pregnant with jodys third child and her second child with him. sweetpea decides to turn over a new life and gets baptized, putting his old life as a street thug behind him.	this is the story of jody, an unemployed young black man, whos been living with his mother for several years, even though hes got a child of his own romantically, hes having relationships with two women	another factor is his children a son with his girlfriend yvette and a daughter with a girl named peanut, who also lives with her mother. yvette constantly asks jody if he will ever come live with her and their son, but jody avoids the subject and comes and goes as he pleases. rodney doesnt care for yvette and jodys son and wants to impregnate yvette himself. rodney attempts to rape yvette in front of her son. for the next couple of days yvette lives in fear and disgust of rodney being there and misses jody. after this yvette kicks rodney and his friends out of her apartment. after reflecting on the death of rodney and how he put yvette and his son in danger by not being around consistently, jody finally moves out of his moms house and in with yvette.
28103735	tezz	2011	aakash rana, is an engineer who stays with his uk citizen wife nikita in london before his illegal status gets discovered and the courts order him deported, thus crushing his dreams of an ideal life. four years later, aakash returns with vengeance on his mind and teams up with his former employees aadil khan and megha to wreak some havoc. what follows is a bomb threat on a train and a tensed railway control officer sanjay raina and anti terrorism officer arjun khanna trying every trick in the book to avert the disaster and to apprehend the culprits. sanjay raina trying his best to save his daughter piya and the passengers in the train who are thrown in the mix are police officer shivan nair and his team of cops, who are escorting a prisoner on the same ill fated train. aakash demands 10,000,000 euros and then he will tell how to disarm the bomb. the ministry does not want to give the money, but khanna convinces them that the money will given back. after following aakashs instructions and dropping the money in a river, he walks away. meghna gets the money and tries to get away. she evades the cops, but unfortunately she is killed by a bus in an intersection. khanna finds out that khan is one of the bombers and chases him. khan is shot in the foot, but he gets away after jumping from the bridge and landing on a jet ski driven by aakash. aakash once again demands money and tells it to be left in a dustbin. the dustbin falls inward and aakash runs away with the money even though the police attempt to pursue him. khanna and his team find out where aadil is and go there to arrest him. however, aadil commits suicide with a bomb almost killing khanna. aakash calls raina and tells him that a note has been left at a restaurant called delhi durbar that tells how to diffuse the bomb. however, the restaurant catches on fire and the letter is burnt. aakash visits nikita and his son and they arrange to leave uk that night via flight. khanna visits nikita and tells who her husband is. after changing the plan, that they should leave uk via train because the police has found out about his plan of leaving via plane, he goes to the train station. there he sees a video of raina asking the bomber to call again as the letter was burnt. aakash calls raina and tells him that the bomb was not connected to the wheels and the train will not explode if stopped. raina stops the train and everyone disembarks safely. nikita who is helping khanna now, goes to the train station and sees aakash and the news that the bomb threat was hoax. she lets aakash go, but khanna finds out as aakashs son calls him daddy. khanna chases him and they fight. after aakash tells why he did all this, khanna does not say anything. however, the police arrive and after seeing that aakash had a gun, they shot him. in the end, nikita receives a letter which aakash had written before his death. it stated that the money was in aakashs bank locker, in case he dies. he also states that she should give half the money to meghas brother and adils mother. also, he asks her to tell his son that what he did was to get justice and dies in doing so. finally, aakash tells nikita that if they ever meet in the next life, the end of their love story would be much better and bids her goodbye.	seven chosen magi and their summoned epic heroes fight against each other to try and win the holy grail	what follows is a bomb threat on a train and a tensed railway control officer sanjay raina and anti terrorism officer arjun khanna trying every trick in the book to avert the disaster and to apprehend the culprits. sanjay raina trying his best to save his daughter piya and the passengers in the train who are thrown in the mix are police officer shivan nair and his team of cops, who are escorting a prisoner on the same ill fated train. khanna visits nikita and tells who her husband is. there he sees a video of raina asking the bomber to call again as the letter was burnt. aakash calls raina and tells him that the bomb was not connected to the wheels and the train will not explode if stopped. nikita who is helping khanna now, goes to the train station and sees aakash and the news that the bomb threat was hoax.
60155	she done him wrong	1933	the story is set in new york in the 1890s. a bawdy singer, lady lou, works in the bowery barroom saloon of her boss and benefactor, gus jordan, who has given her many diamonds. but lou is a lady with more men friends than anyone might imagine. what she does not know is that gus trafficks in prostitution and runs a counterfeiting ring to help finance her expensive diamonds. he also sends young women to san francisco to be pickpockets. gus works with two other crooked entertainer assistants, russian rita and ritas lover, the suave sergei stanieff. one of guss rivals and former friend of lous, named dan flynn davidlandau, spends most of the movie dropping hints to lou that gus is up to no good, promising to look after her once gus is in jail. lou leads him on, hinting at times that she will return to him, but eventually he loses patience and implies hell see her jailed if she doesnt submit to him. a city mission is located next door to the bar. its young director, captain cummings, is in reality an undercover federal agent working to infiltrate and expose the illegal activities in the bar. gus suspects nothing he worries only that cummings will reform his bar and scare away his customers. lous former boyfriend, chick clark, is a vicious criminal who was convicted of robbery and sent to prison for trying to steal diamonds for her. in his absence, she becomes attracted to the handsome young psalm singing reformer. warned that chick thinks shes betrayed him, she goes to the prison to try to reassure him. all the inmates greet her warmly and familiarly as she walks down the cellblock. chick becomes angry and threatens to kill her if she double crosses or two times him before he gets out. she lies and claims she has been true to him. gus gives counterfeit money to rita and sergei to spend. chick escapes from jail, and police search for him in the bar. he comes into lous room and starts to strangle her, breaking off only because he still loves her and cannot harm her. lou calms him down by promising that she will go with him when she finishes her next number. after sergei gives lou a diamond pin belonging to rita, rita starts a fight with lou, who accidentally stabs her to death. lou calmly combs the dead womans long hair to hide the fact rita is dead while the police search the room for chick clark. she has her bodyguard spider, who would do anything for you, lou dispose of ritas body. she then tells spider to bring chick, whos hiding in an alley, back to her room upstairs. then, while she sings frankie and johnny, she silently signals to dan flynn that he should go to her room to wait for her, even though she knows chick is in there with a gun. chick shoots dan dead and the gunfire draws a police raid. cummings shows his badge and reveals himself as the hawk, a well known federal agent, as he arrests gus and sergei. chick, still lurking in lous room, is about to kill lou for double crossing him, when cummings also apprehends him. cummings then takes lou away in an open horse drawn carriage instead of the paddywagon into which all the other criminals have been loaded. he tells her she doesnt belong in jail and removes all her other rings and slips a diamond engagement ring onto her marriage finger. whered you get that... dark and handsome lou asks. you bad girl, he scolds. youll find out, she coos.	in the gay nineties, a seductive nightclub singer contends with several suitors, including a jealous escaped convict and a handsome temperance league member	a bawdy singer, lady lou, works in the bowery barroom saloon of her boss and benefactor, gus jordan, who has given her many diamonds. its young director, captain cummings, is in reality an undercover federal agent working to infiltrate and expose the illegal activities in the bar. gus suspects nothing he worries only that cummings will reform his bar and scare away his customers. lous former boyfriend, chick clark, is a vicious criminal who was convicted of robbery and sent to prison for trying to steal diamonds for her. chick escapes from jail, and police search for him in the bar. lou calmly combs the dead womans long hair to hide the fact rita is dead while the police search the room for chick clark. chick, still lurking in lous room, is about to kill lou for double crossing him, when cummings also apprehends him.
35325883	whole lotta sole	2012	hoping to pay back some of the gambling debt he owes to local mobster mad dog flynn jimbo martin mccann robs the fishmongers only to discover that its actually a front for the mobsters business. now on the run and pursued by police detective weller, jimbo is cornered in maguires the local antique shop where he takes hostage a collection of colourful characters, including joe maguire the owner who may be his illegitimate father and his girlfriend sophie. caught between the mobsters gang and the police the unfortunate young jimbo must find a way out of this tricky situation with help from his hostages.cite news	ben monroe has a dream of becoming the next big internet superstar ben attempts every type of obstacle to achieve his dreams but love, relationships and poor support lead him in different directions	
2038178	mujhse shaadi karogi	2004	sameer is a hot tempered person with terrible anger management issues ever since his parents passed away in his childhood. after he beats up a group of goons who tried to assault his girlfriend roma, she breaks up with him due to his bad temper. thus, as per his horoscope, he is very unlucky in love. with a broken and heavy heart and to get away from everything, he leaves for goa to take up a job as a lifeguard, where he meets rani and instantly falls in love with her. after many attempts at befriending her and a rough start with her father, rani and sameer become friends. however, sameers ill fated luck comes into play as he still has some rough incidents with her father and rani, too gets angry with him since she overhears him saying bad things about her to pandit ji. further trouble arrives in the form of sunny, who moves into the same house as sameer and shares a room with him. he too meets rani, falls in love with her and decides to cause further trouble by getting closer to her through the mistakes sameer makes. this causes a lot of trouble between the two. it is evident that sunny is out to ruin sameers relationship with rani so that he can steal rani away from him. this can further be shown when he takes credit for sameer as the latter had helped her with money for a fashion show and had made the mistake of remaining anonymous and calling himself her well wisher. also, he goes to the extent of taking credit for a painting of rani that sameer has made. he kidnaps ranis dog, tommy and blames sameer for it. these actions aggravate sameer and ignite his temper, making his relationships rocky. matters are not helped when sameer gets into the bad books of suraj prakash, a man whom he had met on the train to goa, who had scared sameer into staying awake for the whole night and whom sameer had later put on guard duty for night times for 3 months at the club where he was working. also a misunderstanding occurs when sameers grandmother who is partially blind arrives and mistakes, ranis mother for rani. sameer, who goes to sort out the situation gets caught in an embarrassing position with ranis mother. rani, who is shocked and disgusted is advised by her mother that sameer had not been at fault in that situation. she also says that rani should carefully deliberate on whom she loves more. disgusted and completely out of hope and patience, sameer decides to leave goa forever. as he is leaving, sunny arrives and taunts him on how he got close to rani through the latters mistakes. sameer says that he has had enough of dreaming of rani and wishes sunny all happiness as he leaves. sunny however tries to have the last laugh as he taunts sameer again. this time, sameer looses his temper completely. he rounds on sunny and chases him through the streets right through to a crowd at a cricket stadium, where india and pakistan are supposed to be playing a friendly match. deciding to have one last try, he enters the field after breaking through security, takes the mike from kapil dev, the guest of honour and uses it to apologise to rani and her parents very sincerely for his past mistakes. saying so, he confesses his love for her and aks her to marry him in front of the whole crowd, coupled with motivation from spectators and players alike. rani runs out to the field and embraces him, thus reuniting with him. at the end, sunny arrives and reveals that he is actually arun, sameers childhood friend who had come to goa, after getting information from sameers grandmother when he had gone to the latters house the first thing after returning from america, for a cure to sameers anger management issues, all the time pretending to be his enemy. he had revealed the same to rani and her parents earlier. sameer, then realises who he is and is reunited with his old friend. the film ends with arun conducting sameer and ranis marriage.	sameer, fast at losing his temper is re located to goa where he falls in love with rani but sameers new roommate sunny, has some plans of his own	sameer is a hot tempered person with terrible anger management issues ever since his parents passed away in his childhood. however, sameers ill fated luck comes into play as he still has some rough incidents with her father and rani, too gets angry with him since she overhears him saying bad things about her to pandit ji. he too meets rani, falls in love with her and decides to cause further trouble by getting closer to her through the mistakes sameer makes. disgusted and completely out of hope and patience, sameer decides to leave goa forever. sameer says that he has had enough of dreaming of rani and wishes sunny all happiness as he leaves. at the end, sunny arrives and reveals that he is actually arun, sameers childhood friend who had come to goa, after getting information from sameers grandmother when he had gone to the latters house the first thing after returning from america, for a cure to sameers anger management issues, all the time pretending to be his enemy.
13992681	dick tracy's dilemma	1947	steve michel and his henchmen hijack a valuable shipment of furs, but botch the job by killing a night watchman. police detective dick tracy is brought in to investigate the fur thefts connected with murder with the assistance of his partner pat patton as well as the flamboyant vitamin flintheart and sightless. this leads him to look into possible higher ups who may have ordered the robbery. tracy soon learns that the person behind it all is steve michel, a hook wielding criminal who calls himself the claw. before tracy can unravel the bigger picture and the larger forces at work, the claw dispatches more victims in a gruesome manner. finally, when tracy shows up to arrest him, the two engage in a high speed chase. while on the run, the claw electrocutes himself by plunging his hook into electrical wires while trying to kill tracy.	dick tracy investigates the theft of a fortune of fur coats, a possible insurance swindle and several murders, all linked to a huge thug who wears a hook in place of his right hand	tracy soon learns that the person behind it all is steve michel, a hook wielding criminal who calls himself the claw.
